qx,qy,qz,qw,qtime,mx,my,mz,mtime,ax,ay,az,atime,gyrox,gyroy,gyroz,gyrotime,linax,linay,linaz
0.513419,-0.475448,0.526432,0.482927,2281,1867,-2088,-801,2069,2051,-7,2,2281,-2,8,4,2281,-4,-39,2
0.513405,-0.475448,0.526437,0.482937,2319,1867,-2088,-801,2069,2051,-7,2,2357,-6,8,2,2319,-4,-39,2
0.513379,-0.475448,0.526450,0.482950,2396,1867,-2064,-810,2382,2051,-7,2,2396,-3,8,3,2396,-4,-39,2
0.513370,-0.475444,0.526459,0.482954,2434,1867,-2064,-810,2382,2051,-7,2,2434,0,8,2,2434,-4,-39,2
0.513358,-0.475443,0.526467,0.482960,2473,1867,-2064,-810,2382,2051,-7,3,2511,-2,8,3,2473,-5,-39,2
0.513342,-0.475444,0.526474,0.482968,2511,1867,-2064,-810,2382,2051,-7,3,2549,-4,8,3,2549,-5,-39,2
0.513317,-0.475442,0.526489,0.482981,2588,1867,-2064,-810,2382,2051,-8,3,2588,-2,8,3,2588,-4,-39,3
0.513305,-0.475439,0.526498,0.482986,2626,1867,-2064,-810,2382,2051,-8,3,2626,-1,8,3,2626,-4,-39,3
0.513293,-0.475439,0.526504,0.482992,2665,1877,-2059,-796,2695,2051,-8,3,2703,-3,8,3,2665,-4,-39,3
0.513270,-0.475435,0.526514,0.483010,2741,1877,-2059,-796,2695,2051,-8,3,2741,-3,8,0,2741,-4,-39,3
0.513259,-0.475432,0.526522,0.483017,2780,1877,-2059,-796,2695,2051,-8,3,2780,-1,8,1,2780,-4,-39,3
0.513251,-0.475427,0.526528,0.483023,2818,1877,-2059,-796,2695,2051,-8,3,2818,0,8,0,2818,-4,-39,3
0.513241,-0.475425,0.526532,0.483030,2857,1877,-2059,-796,2695,2052,-8,4,2895,-3,7,1,2857,-4,-39,3
0.513219,-0.475422,0.526542,0.483048,2933,1877,-2059,-796,2695,2052,-8,4,2933,-3,8,2,2933,-4,-39,3
0.513211,-0.475417,0.526547,0.483055,2972,1877,-2059,-796,2695,2052,-8,4,2972,-1,8,0,2972,-4,-39,3
0.513203,-0.475412,0.526553,0.483062,3010,1882,-2059,-771,3008,2052,-8,4,3010,0,8,0,3010,-4,-38,3
0.513194,-0.475409,0.526555,0.483071,3049,1882,-2059,-771,3008,2052,-9,4,3087,-4,7,0,3049,-3,-37,3
0.513342,-0.475550,0.526398,0.482947,3125,1882,-2059,-771,3008,2052,-9,4,3125,-3,8,0,3125,-3,-38,3
0.513334,-0.475544,0.526402,0.482957,3164,1882,-2059,-771,3008,2052,-9,4,3164,-2,8,-1,3164,-3,-38,3
0.513324,-0.475539,0.526408,0.482966,3202,1882,-2059,-771,3008,2052,-9,4,3241,-2,9,0,3202,-3,-38,4
0.513303,-0.475530,0.526416,0.482988,3279,1882,-2059,-771,3008,2052,-9,4,3279,-4,9,-1,3279,-3,-38,4
0.513291,-0.475525,0.526422,0.482999,3317,1867,-2054,-781,3321,2052,-9,4,3317,-3,10,0,3317,-3,-38,4
0.513283,-0.475518,0.526428,0.483008,3356,1867,-2054,-781,3321,2052,-9,4,3356,-1,9,0,3356,-4,-38,4
0.513275,-0.475510,0.526434,0.483018,3394,1867,-2054,-781,3321,2052,-8,4,3433,-1,10,-1,3394,-4,-38,4
0.513246,-0.475502,0.526446,0.483044,3471,1867,-2054,-781,3321,2052,-8,4,3471,-5,11,0,3471,-4,-38,4
0.513233,-0.475495,0.526454,0.483055,3509,1867,-2054,-781,3321,2052,-8,3,3509,-2,11,0,3509,-4,-39,4
0.513218,-0.475489,0.526465,0.483065,3548,1867,-2054,-781,3321,2052,-8,3,3548,-2,13,2,3548,-4,-39,4
0.513205,-0.475484,0.526474,0.483076,3586,1867,-2054,-781,3321,2052,-8,3,3625,-3,12,1,3586,-4,-39,4
0.513174,-0.475473,0.526491,0.483100,3663,1862,-2059,-791,3634,2052,-7,3,3663,-3,12,1,3663,-5,-39,4
0.513160,-0.475465,0.526502,0.483110,3701,1862,-2059,-791,3634,2052,-7,3,3701,-1,13,1,3701,-5,-39,4
0.513144,-0.475457,0.526514,0.483122,3740,1862,-2059,-791,3634,2052,-7,4,3778,-2,15,1,3740,-5,-39,4
0.513109,-0.475445,0.526535,0.483147,3817,1862,-2059,-791,3634,2052,-7,4,3817,-4,13,1,3817,-5,-39,4
0.513090,-0.475440,0.526548,0.483160,3855,1862,-2059,-791,3634,2052,-7,4,3855,-4,15,3,3855,-5,-39,4
0.513073,-0.475432,0.526561,0.483172,3894,1862,-2059,-791,3634,2052,-7,4,3894,-2,15,2,3894,-5,-39,4
0.513056,-0.475424,0.526574,0.483182,3932,1867,-2059,-801,3947,2052,-7,4,3970,-1,14,2,3932,-5,-39,4
0.513020,-0.475411,0.526598,0.483208,4009,1867,-2059,-801,3947,2052,-7,4,4009,-4,15,1,4009,-5,-39,4
0.513003,-0.475404,0.526610,0.483220,4047,1867,-2059,-801,3947,2052,-7,4,4047,-3,15,2,4047,-5,-39,4
0.512985,-0.475396,0.526625,0.483231,4085,1867,-2059,-801,3947,2052,-7,4,4085,-1,16,3,4085,-5,-39,4
0.512967,-0.475389,0.526638,0.483243,4124,1867,-2059,-801,3947,2052,-6,5,4162,-3,15,3,4124,-6,-38,4
0.513099,-0.475521,0.526490,0.483133,4201,1867,-2059,-801,3947,2052,-7,5,4201,-4,16,4,4201,-5,-38,4
0.513080,-0.475514,0.526504,0.483145,4239,1877,-2064,-796,4260,2052,-7,5,4239,-3,16,2,4239,-5,-38,4
0.513063,-0.475506,0.526518,0.483155,4278,1877,-2064,-796,4260,2052,-7,5,4316,-1,15,3,4278,-5,-38,4
0.513024,-0.475494,0.526546,0.483178,4354,1877,-2064,-796,4260,2052,-7,5,4354,-4,16,4,4354,-5,-38,4
0.513002,-0.475491,0.526560,0.483189,4393,1877,-2064,-796,4260,2052,-7,5,4393,-4,15,5,4393,-5,-38,4
0.512984,-0.475485,0.526573,0.483200,4431,1877,-2064,-796,4260,2052,-7,5,4431,-3,15,4,4431,-5,-38,4
0.512963,-0.475479,0.526589,0.483211,4470,1877,-2064,-796,4260,2052,-7,5,4508,-3,16,5,4470,-6,-38,4
0.512921,-0.475470,0.526618,0.483233,4546,1877,-2064,-796,4260,2052,-7,6,4546,-4,16,4,4546,-6,-38,4
0.512899,-0.475467,0.526632,0.483244,4585,1887,-2064,-791,4573,2052,-7,6,4585,-4,16,6,4585,-6,-38,4
0.512879,-0.475462,0.526647,0.483253,4623,1887,-2064,-791,4573,2052,-7,6,4623,-2,15,5,4623,-6,-38,4
0.512859,-0.475456,0.526664,0.483262,4662,1887,-2064,-791,4573,2052,-7,6,4700,-2,16,6,4662,-6,-38,3
0.512818,-0.475450,0.526692,0.483282,4738,1887,-2064,-791,4573,2052,-7,6,4738,-4,14,6,4738,-6,-38,3
0.512797,-0.475447,0.526706,0.483291,4777,1887,-2064,-791,4573,2052,-7,7,4777,-4,15,6,4777,-6,-37,3
0.512775,-0.475445,0.526722,0.483299,4815,1887,-2064,-791,4573,2052,-7,7,4854,-3,15,7,4815,-6,-37,3
0.512755,-0.475443,0.526737,0.483306,4854,1872,-2059,-801,4887,2052,-7,7,4892,-3,14,7,4854,-5,-37,3
0.512719,-0.475440,0.526762,0.483321,4930,1872,-2059,-801,4887,2051,-7,8,4930,-3,12,5,4930,-5,-37,3
0.512700,-0.475437,0.526775,0.483329,4969,1872,-2059,-801,4887,2051,-7,8,4969,-3,13,6,4969,-5,-37,3
0.512682,-0.475436,0.526789,0.483333,5007,1872,-2059,-801,4887,2051,-7,8,5046,-2,12,7,5007,-5,-36,3
0.512647,-0.475436,0.526811,0.483348,5084,1872,-2059,-801,4887,2051,-8,9,5084,-4,10,5,5084,-5,-36,3
0.512628,-0.475436,0.526822,0.483354,5123,1872,-2059,-801,4887,2051,-8,9,5123,-4,11,7,5123,-5,-36,3
0.512614,-0.475436,0.526832,0.483360,5161,1872,-2059,-801,4887,2051,-8,9,5161,-3,10,5,5161,-4,-34,3
0.512765,-0.475567,0.526676,0.483240,5199,1857,-2069,-796,5200,2052,-9,10,5238,-2,8,4,5199,-4,-34,3
0.512743,-0.475567,0.526684,0.483255,5276,1857,-2069,-796,5200,2052,-9,10,5276,-5,7,1,5276,-4,-34,3
0.512733,-0.475564,0.526689,0.483261,5315,1857,-2069,-796,5200,2052,-9,10,5315,-2,7,1,5315,-3,-33,3
0.512726,-0.475563,0.526693,0.483267,5353,1857,-2069,-796,5200,2052,-10,11,5353,-2,5,1,5353,-3,-33,3
0.512720,-0.475560,0.526696,0.483273,5391,1857,-2069,-796,5200,2052,-10,11,5430,-2,5,0,5391,-3,-33,3
0.512706,-0.475560,0.526695,0.483288,5468,1857,-2069,-796,5200,2052,-10,11,5468,-4,3,-1,5468,-3,-32,3
0.512703,-0.475558,0.526694,0.483294,5507,1867,-2083,-791,5513,2052,-10,12,5507,-2,3,-1,5507,-2,-32,4
0.512700,-0.475556,0.526693,0.483300,5545,1867,-2083,-791,5513,2052,-11,12,5583,-2,3,-2,5545,-2,-33,4
0.512699,-0.475550,0.526687,0.483315,5622,1867,-2083,-791,5513,2052,-11,12,5622,-3,2,-4,5622,-2,-32,4
0.512697,-0.475548,0.526682,0.483324,5660,1867,-2083,-791,5513,2052,-11,12,5660,-4,2,-4,5660,-2,-32,4
0.512696,-0.475545,0.526677,0.483333,5699,1867,-2083,-791,5513,2052,-11,12,5699,-3,2,-4,5699,-2,-32,4
0.512695,-0.475543,0.526675,0.483339,5737,1867,-2083,-791,5513,2052,-11,12,5775,-2,2,-3,5737,-2,-32,3
0.512697,-0.475540,0.526663,0.483353,5814,1867,-2083,-791,5513,2052,-11,13,5814,-3,0,-4,5814,-1,-32,4
0.512698,-0.475538,0.526657,0.483361,5852,1882,-2074,-771,5826,2052,-11,13,5852,-3,0,-5,5852,-1,-32,3
0.512700,-0.475535,0.526651,0.483367,5891,1882,-2074,-771,5826,2052,-11,13,5891,-2,0,-5,5891,-1,-32,3
0.512704,-0.475534,0.526644,0.483372,5929,1882,-2074,-771,5826,2052,-11,13,5967,-2,-1,-5,5929,-1,-32,3
0.512710,-0.475531,0.526628,0.483386,6006,1882,-2074,-771,5826,2052,-11,13,6006,-3,0,-6,6006,-1,-32,3
0.512711,-0.475529,0.526622,0.483393,6044,1882,-2074,-771,5826,2052,-11,13,6044,-3,0,-5,6044,-1,-31,4
0.512715,-0.475529,0.526613,0.483400,6083,1882,-2074,-771,5826,2052,-11,13,6121,-3,-2,-6,6083,-1,-31,4
0.512722,-0.475524,0.526597,0.483413,6160,1862,-2054,-786,6139,2051,-11,13,6160,-2,0,-6,6160,-1,-31,3
0.512729,-0.475522,0.526586,0.483420,6198,1862,-2054,-786,6139,2051,-11,13,6198,-3,-2,-8,6198,0,-31,3
0.512733,-0.475521,0.526577,0.483427,6236,1862,-2054,-786,6139,2051,-11,13,6236,-3,-2,-6,6236,0,-31,3
0.512739,-0.475520,0.526567,0.483433,6275,1862,-2054,-786,6139,2051,-11,13,6313,-2,-2,-7,6275,0,-30,3
0.512877,-0.475645,0.526425,0.483318,6352,1862,-2054,-786,6139,2051,-11,13,6352,-3,-2,-6,6352,-1,-30,3
0.512879,-0.475645,0.526417,0.483324,6390,1862,-2054,-786,6139,2051,-11,13,6390,-3,-2,-5,6390,-1,-30,3
0.512885,-0.475644,0.526408,0.483328,6428,1872,-2059,-806,6452,2051,-11,13,6428,-2,-2,-6,6428,-1,-30,3
0.512889,-0.475643,0.526400,0.483333,6467,1872,-2059,-806,6452,2051,-10,13,6505,-2,-2,-5,6467,-1,-30,3
0.512899,-0.475643,0.526382,0.483343,6544,1872,-2059,-806,6452,2051,-10,13,6544,-3,-2,-5,6544,-1,-30,3
0.512901,-0.475645,0.526374,0.483348,6582,1872,-2059,-806,6452,2051,-10,13,6582,-3,-2,-4,6582,-1,-30,3
0.512904,-0.475644,0.526367,0.483353,6620,1872,-2059,-806,6452,2051,-10,13,6659,-2,-1,-4,6620,-1,-30,3
0.512906,-0.475645,0.526361,0.483356,6659,1872,-2059,-806,6452,2051,-10,13,6697,-3,0,-2,6697,-1,-30,3
0.512907,-0.475648,0.526348,0.483365,6736,1872,-2059,-806,6452,2051,-10,13,6736,-4,-2,-3,6736,-1,-30,3
0.512906,-0.475649,0.526343,0.483371,6774,1902,-2064,-796,6765,2051,-10,13,6774,-3,0,-2,6774,-1,-30,3
0.512906,-0.475650,0.526337,0.483377,6812,1902,-2064,-796,6765,2051,-10,13,6851,-3,0,-3,6812,-1,-30,3
0.512906,-0.475652,0.526328,0.483385,6889,1902,-2064,-796,6765,2051,-9,13,6889,-3,0,-2,6889,-2,-30,3
0.512905,-0.475653,0.526323,0.483391,6928,1902,-2064,-796,6765,2051,-9,13,6928,-3,0,-2,6928,-2,-30,3
0.512903,-0.475654,0.526319,0.483396,6966,1902,-2064,-796,6765,2051,-9,13,6966,-3,0,-1,6966,-2,-31,3
0.512898,-0.475656,0.526318,0.483401,7004,1902,-2064,-796,6765,2051,-9,12,7043,-3,2,0,7004,-2,-31,3
0.512890,-0.475661,0.526314,0.483409,7081,1872,-2059,-781,7078,2051,-9,12,7081,-3,1,0,7081,-2,-31,3
0.512887,-0.475663,0.526311,0.483413,7120,1872,-2059,-781,7078,2051,-9,12,7120,-3,0,0,7120,-3,-31,3
0.512882,-0.475664,0.526310,0.483418,7158,1872,-2059,-781,7078,2051,-8,12,7158,-3,2,0,7158,-3,-31,3
0.512878,-0.475665,0.526311,0.483421,7196,1872,-2059,-781,7078,2051,-8,12,7235,-2,2,0,7196,-3,-31,3
0.512865,-0.475670,0.526312,0.483429,7273,1872,-2059,-781,7078,2051,-8,12,7273,-4,2,2,7273,-3,-31,3
0.512857,-0.475673,0.526312,0.483433,7312,1872,-2059,-781,7078,2051,-8,12,7312,-4,2,2,7312,-3,-30,3
0.512982,-0.475794,0.526185,0.483321,7350,1872,-2059,-781,7078,2051,-8,12,7388,-3,2,2,7350,-3,-30,3
0.512968,-0.475798,0.526187,0.483329,7427,1887,-2074,-776,7391,2051,-8,12,7427,-3,2,1,7427,-3,-30,3
0.512960,-0.475801,0.526188,0.483333,7465,1887,-2074,-776,7391,2051,-8,12,7465,-4,2,2,7465,-3,-30,3
0.512952,-0.475805,0.526189,0.483337,7504,1887,-2074,-776,7391,2051,-8,12,7504,-4,2,2,7504,-3,-30,3
0.512946,-0.475809,0.526189,0.483340,7542,1887,-2074,-776,7391,2052,-8,12,7581,-3,2,2,7542,-3,-30,4
0.512931,-0.475816,0.526191,0.483346,7619,1887,-2074,-776,7391,2052,-8,12,7619,-4,3,2,7619,-3,-30,4
0.512924,-0.475820,0.526191,0.483350,7657,1887,-2074,-776,7391,2052,-8,12,7657,-4,2,2,7657,-3,-30,3
0.512917,-0.475822,0.526191,0.483355,7696,1907,-2069,-781,7704,2052,-8,12,7696,-3,2,1,7696,-3,-30,3
0.512913,-0.475824,0.526191,0.483359,7734,1907,-2069,-781,7704,2052,-8,12,7773,-3,2,0,7734,-3,-30,3
0.512904,-0.475830,0.526186,0.483368,7811,1907,-2069,-781,7704,2052,-9,13,7811,-4,0,0,7811,-3,-30,4
0.512900,-0.475832,0.526183,0.483373,7849,1907,-2069,-781,7704,2052,-9,13,7849,-4,1,0,7849,-2,-30,4
0.512897,-0.475833,0.526180,0.483378,7888,1907,-2069,-781,7704,2053,-9,13,7926,-3,1,-1,7888,-2,-30,5
0.512893,-0.475837,0.526172,0.483388,7965,1907,-2069,-781,7704,2053,-9,13,7965,-4,0,-2,7965,-2,-29,5
0.512892,-0.475837,0.526167,0.483393,8003,1867,-2059,-781,8017,2053,-9,13,8003,-3,0,-2,8003,-2,-29,5
0.512891,-0.475839,0.526161,0.483400,8041,1867,-2059,-781,8017,2053,-9,13,8041,-4,0,-3,8041,-2,-29,5
0.512894,-0.475838,0.526153,0.483406,8080,1867,-2059,-781,8017,2053,-9,14,8118,-3,-1,-5,8080,-2,-29,5
0.512896,-0.475837,0.526140,0.483418,8157,1867,-2059,-781,8017,2053,-9,14,8157,-3,0,-5,8157,-2,-29,5
0.512899,-0.475838,0.526131,0.483425,8195,1867,-2059,-781,8017,2053,-9,14,8195,-3,-2,-5,8195,-2,-29,5
0.512899,-0.475838,0.526124,0.483431,8233,1867,-2059,-781,8017,2053,-9,14,8233,-4,0,-3,8233,-2,-29,5
0.512901,-0.475838,0.526117,0.483437,8272,1867,-2059,-781,8017,2053,-9,14,8310,-3,-1,-4,8272,-2,-29,5
0.512904,-0.475837,0.526102,0.483451,8349,1852,-2054,-791,8330,2053,-9,14,8349,-3,0,-5,8349,-2,-29,5
0.512908,-0.475835,0.526093,0.483459,8387,1852,-2054,-791,8330,2053,-9,14,8387,-3,-1,-7,8387,-2,-29,5
0.512909,-0.475835,0.526086,0.483465,8425,1852,-2054,-791,8330,2053,-9,14,8464,-3,0,-4,8425,-1,-28,5
0.513032,-0.475944,0.525956,0.483369,8502,1852,-2054,-791,8330,2053,-9,14,8502,-2,0,-4,8502,-1,-28,5
0.513032,-0.475945,0.525949,0.483376,8541,1852,-2054,-791,8330,2053,-9,14,8541,-4,0,-3,8541,-2,-28,5
0.513030,-0.475945,0.525943,0.483384,8579,1852,-2054,-791,8330,2053,-9,14,8579,-4,0,-3,8579,-2,-28,5
0.513030,-0.475945,0.525939,0.483390,8618,1887,-2059,-786,8644,2053,-9,13,8656,-3,0,-3,8618,-2,-28,5
0.513030,-0.475942,0.525929,0.483403,8694,1887,-2059,-786,8644,2053,-9,13,8694,-2,0,-4,8694,-2,-28,5
0.513028,-0.475941,0.525925,0.483410,8733,1887,-2059,-786,8644,2053,-9,13,8733,-3,1,-3,8733,-2,-28,5
0.513026,-0.475940,0.525922,0.483416,8771,1887,-2059,-786,8644,2053,-9,13,8771,-2,2,-2,8771,-2,-29,5
0.513024,-0.475939,0.525918,0.483424,8810,1887,-2059,-786,8644,2052,-9,13,8848,-3,1,-3,8810,-2,-29,4
0.513016,-0.475936,0.525918,0.483436,8886,1887,-2059,-786,8644,2052,-9,13,8886,-2,4,0,8886,-2,-29,4
0.513010,-0.475936,0.525918,0.483442,8925,1887,-2059,-786,8644,2052,-8,13,8925,-3,3,0,8925,-2,-29,4
0.513004,-0.475936,0.525918,0.483449,8963,1882,-2064,-781,8960,2052,-8,12,9002,-3,3,0,8963,-2,-29,4
0.512997,-0.475935,0.525919,0.483455,9002,1882,-2064,-781,8960,2052,-8,12,9040,-2,4,0,9002,-2,-29,4
0.512983,-0.475934,0.525923,0.483467,9079,1882,-2064,-781,8960,2052,-8,12,9079,-3,4,0,9079,-2,-29,3
0.512975,-0.475934,0.525925,0.483473,9117,1882,-2064,-781,8960,2051,-8,12,9117,-3,5,1,9117,-2,-29,3
0.512966,-0.475934,0.525928,0.483480,9155,1882,-2064,-781,8960,2051,-8,12,9194,-3,6,1,9155,-2,-29,3
0.512945,-0.475936,0.525936,0.483491,9232,1882,-2064,-781,8960,2051,-8,12,9232,-3,6,2,9232,-2,-29,3
0.512934,-0.475936,0.525940,0.483498,9271,1867,-2059,-781,9273,2051,-8,12,9271,-4,7,2,9271,-2,-30,3
0.512925,-0.475935,0.525944,0.483504,9309,1867,-2059,-781,9273,2051,-9,12,9309,-3,6,1,9309,-2,-30,3
0.512915,-0.475934,0.525949,0.483511,9347,1867,-2059,-781,9273,2051,-9,12,9386,-3,7,2,9347,-2,-30,3
0.512894,-0.475933,0.525958,0.483524,9424,1867,-2059,-781,9273,2051,-9,12,9424,-3,7,2,9424,-2,-30,3
0.512883,-0.475933,0.525964,0.483530,9463,1867,-2059,-781,9273,2051,-9,12,9463,-3,7,2,9463,-2,-29,3
0.512996,-0.476047,0.525846,0.483426,9501,1867,-2059,-781,9273,2051,-9,12,9501,-4,7,3,9501,-2,-29,3
0.512985,-0.476047,0.525851,0.483433,9539,1867,-2059,-781,9273,2051,-9,12,9578,-4,6,3,9539,-2,-29,3
0.512963,-0.476048,0.525860,0.483444,9616,1867,-2069,-766,9586,2051,-9,12,9616,-3,6,3,9616,-2,-29,3
0.512953,-0.476047,0.525865,0.483451,9655,1867,-2069,-766,9586,2051,-9,12,9655,-3,6,2,9655,-2,-30,3
0.512941,-0.476047,0.525870,0.483457,9693,1867,-2069,-766,9586,2051,-9,12,9732,-3,7,3,9693,-2,-30,3
0.512918,-0.476048,0.525881,0.483470,9770,1867,-2069,-766,9586,2051,-9,12,9770,-4,7,3,9770,-2,-30,3
0.512906,-0.476048,0.525887,0.483476,9808,1867,-2069,-766,9586,2051,-9,12,9808,-3,7,3,9808,-2,-29,4
0.512894,-0.476049,0.525892,0.483482,9847,1867,-2069,-766,9586,2052,-9,12,9847,-4,6,3,9847,-2,-29,4
0.512884,-0.476049,0.525895,0.483489,9885,1862,-2083,-776,9899,2051,-10,12,9924,-4,6,1,9885,-1,-29,3
0.512867,-0.476048,0.525901,0.483501,9962,1862,-2083,-776,9899,2052,-10,13,9962,-3,5,1,9962,-1,-29,4
0.512858,-0.476047,0.525904,0.483509,10000,1862,-2083,-776,9899,2052,-10,13,10000,-4,6,0,10000,-1,-29,4
0.512850,-0.476047,0.525906,0.483515,10039,1862,-2083,-776,9899,2052,-10,13,10039,-3,5,1,10039,-1,-29,4
0.512843,-0.476048,0.525906,0.483522,10077,1862,-2083,-776,9899,2052,-10,13,10116,-4,4,0,10077,-1,-29,4
0.512829,-0.476049,0.525907,0.483534,10154,1862,-2083,-776,9899,2052,-10,13,10154,-4,3,0,10154,-1,-29,4
0.512825,-0.476048,0.525906,0.483541,10192,1862,-2083,-776,9899,2052,-11,14,10192,-3,3,-1,10192,0,-28,4
0.512819,-0.476048,0.525905,0.483549,10231,1867,-2083,-791,10212,2052,-11,14,10269,-4,3,-1,10231,0,-28,4
0.512816,-0.476048,0.525895,0.483563,10308,1867,-2083,-791,10212,2052,-11,14,10308,-4,1,-3,10308,0,-28,4
0.512815,-0.476048,0.525889,0.483570,10346,1867,-2083,-791,10212,2052,-11,14,10346,-4,0,-4,10346,0,-28,4
0.512814,-0.476048,0.525883,0.483577,10385,1867,-2083,-791,10212,2052,-11,14,10385,-4,0,-3,10385,0,-28,4
0.512814,-0.476050,0.525876,0.483584,10423,1867,-2083,-791,10212,2052,-11,14,10461,-4,0,-3,10423,0,-28,4
0.512817,-0.476052,0.525858,0.483597,10500,1867,-2083,-791,10212,2052,-11,15,10500,-4,-2,-5,10500,0,-27,4
0.512819,-0.476054,0.525848,0.483605,10538,1857,-2079,-786,10525,2052,-11,15,10538,-5,-2,-5,10538,0,-27,4
0.512824,-0.476055,0.525836,0.483612,10577,1857,-2079,-786,10525,2052,-11,15,10577,-4,-3,-7,10577,0,-26,4
0.512940,-0.476170,0.525717,0.483504,10615,1857,-2079,-786,10525,2052,-11,15,10653,-4,-4,-6,10615,0,-26,4
0.512955,-0.476175,0.525688,0.483514,10692,1857,-2079,-786,10525,2052,-11,15,10692,-4,-6,-7,10692,0,-25,4
0.512963,-0.476178,0.525674,0.483519,10730,1857,-2079,-786,10525,2052,-11,16,10730,-4,-6,-7,10730,0,-25,4
0.512968,-0.476184,0.525659,0.483524,10769,1857,-2079,-786,10525,2052,-10,16,10807,-6,-7,-6,10769,0,-25,4
0.512977,-0.476189,0.525642,0.483529,10807,1852,-2088,-786,10838,2052,-10,16,10845,-5,-8,-7,10807,0,-25,4
0.512995,-0.476200,0.525605,0.483537,10884,1852,-2088,-786,10838,2052,-10,16,10884,-4,-10,-8,10884,0,-25,4
0.513005,-0.476205,0.525588,0.483540,10922,1852,-2088,-786,10838,2052,-10,16,10922,-4,-9,-7,10922,0,-24,4
0.513016,-0.476213,0.525569,0.483543,10961,1852,-2088,-786,10838,2052,-10,16,10999,-5,-10,-7,10961,0,-24,4
0.513036,-0.476226,0.525533,0.483547,11037,1852,-2088,-786,10838,2052,-10,16,11037,-4,-10,-7,11037,0,-24,4
0.513042,-0.476235,0.525517,0.483549,11076,1852,-2088,-786,10838,2052,-10,16,11076,-6,-9,-4,11076,0,-24,3
0.513052,-0.476244,0.525497,0.483552,11114,1852,-2088,-786,10838,2051,-10,16,11114,-6,-11,-6,11114,0,-24,3
0.513062,-0.476253,0.525478,0.483554,11153,1872,-2079,-801,11152,2051,-9,16,11191,-6,-11,-6,11153,0,-24,3
0.513083,-0.476270,0.525439,0.483557,11230,1872,-2079,-801,11152,2051,-9,16,11230,-5,-11,-6,11230,0,-24,3
0.513092,-0.476278,0.525422,0.483558,11268,1872,-2079,-801,11152,2051,-9,16,11268,-5,-10,-5,11268,-1,-24,3
0.513101,-0.476287,0.525404,0.483560,11306,1872,-2079,-801,11152,2051,-9,16,11306,-6,-10,-5,11306,-1,-24,3
0.513108,-0.476297,0.525385,0.483561,11345,1872,-2079,-801,11152,2051,-9,16,11383,-7,-11,-5,11345,-1,-24,3
0.513122,-0.476319,0.525351,0.483563,11422,1872,-2079,-801,11152,2051,-8,16,11422,-6,-11,-4,11422,-1,-24,3
0.513129,-0.476330,0.525334,0.483563,11460,1872,-2064,-801,11465,2051,-8,16,11460,-6,-10,-3,11460,-1,-24,3
0.513136,-0.476340,0.525318,0.483562,11498,1872,-2064,-801,11465,2051,-8,16,11537,-5,-10,-3,11498,-1,-24,3
0.513149,-0.476359,0.525289,0.483562,11575,1872,-2064,-801,11465,2051,-8,15,11575,-4,-9,-3,11575,-2,-24,3
0.513154,-0.476370,0.525275,0.483561,11614,1872,-2064,-801,11465,2051,-8,15,11614,-5,-8,-1,11614,-1,-24,3
0.513158,-0.476380,0.525263,0.483560,11652,1872,-2064,-801,11465,2051,-8,15,11652,-5,-8,-1,11652,-2,-23,3
0.513259,-0.476483,0.525156,0.483467,11690,1872,-2064,-801,11465,2051,-7,15,11729,-5,-7,0,11690,-2,-23,3
0.513263,-0.476503,0.525137,0.483464,11767,1872,-2064,-801,11465,2051,-7,15,11767,-4,-6,0,11767,-2,-23,3
0.513266,-0.476511,0.525127,0.483463,11806,1857,-2064,-791,11778,2051,-7,15,11806,-4,-7,0,11806,-2,-23,3
0.513267,-0.476521,0.525119,0.483462,11844,1857,-2064,-791,11778,2051,-7,15,11844,-4,-6,0,11844,-2,-24,3
0.513267,-0.476528,0.525113,0.483461,11882,1857,-2064,-791,11778,2051,-7,14,11921,-4,-4,0,11882,-2,-24,3
0.513267,-0.476544,0.525100,0.483459,11959,1857,-2064,-791,11778,2051,-7,14,11959,-4,-4,1,11959,-2,-24,3
0.513263,-0.476552,0.525097,0.483459,11998,1857,-2064,-791,11778,2051,-7,14,11998,-4,-2,3,11998,-3,-24,3
0.513259,-0.476560,0.525093,0.483460,12036,1857,-2064,-791,11778,2051,-7,14,12075,-5,-2,2,12036,-3,-24,3
0.513250,-0.476575,0.525087,0.483462,12113,1862,-2079,-791,12091,2051,-7,13,12113,-4,-1,2,12113,-3,-25,3
0.513246,-0.476581,0.525084,0.483463,12151,1862,-2079,-791,12091,2052,-7,13,12151,-4,-1,1,12151,-3,-25,4
0.513239,-0.476587,0.525082,0.483466,12190,1862,-2079,-791,12091,2052,-7,13,12190,-5,0,2,12190,-3,-25,4
0.513232,-0.476592,0.525083,0.483468,12228,1862,-2079,-791,12091,2052,-7,12,12267,-4,2,3,12228,-3,-26,4
0.513214,-0.476601,0.525087,0.483474,12305,1862,-2079,-791,12091,2052,-7,12,12305,-4,4,4,12305,-3,-26,4
0.513203,-0.476606,0.525090,0.483478,12343,1862,-2079,-791,12091,2052,-7,12,12343,-5,4,4,12343,-3,-26,4
0.513192,-0.476610,0.525092,0.483482,12382,1862,-2083,-801,12404,2052,-7,12,12382,-5,4,4,12382,-3,-26,4
0.513180,-0.476614,0.525097,0.483486,12420,1862,-2083,-801,12404,2052,-7,12,12459,-4,5,4,12420,-3,-26,4
